Text Availability,Type of article,S No.,Owner,Title,Author,Author,Author,Author,Author,Author,Author,Author,Author,Author,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Journal Title,Source,Article Identifier,Other ID,Vol. No,Issue,Pagination,Date Of Publication,Location Identifier,Abstract,Grant Number,Grant Number
,,100,ERIC,Comparing the Effects of Incremental Rehearsal and Traditional Drill on Retention of Mathematics Facts and Predicting the Effects with Memory,"Burns, Matthew K.","Aguilar, Lisa N.","Young, Helen","Preast, June L.","Taylor, Crystal N.","Walsh, Allison D.",,,,,Drills (Practice),Teaching Methods,Instructional Effectiveness,Mathematics Instruction,Retention (Psychology),Short Term Memory,Recall (Psychology),Multiplication,Grade 3,Grade 4,Elementary School Students,Low Achievement,Instructional Materials,Intervention,,,,,,,,,,,,,School Psychology,v34 n5 p521-530 Sep 2019,http://dx.doi.org/10.1037/spq0000312,EJ1227750,34,5,521-530,43709,http://eric.ed.gov/?id=EJ1227750,"The purpose of this study was to examine the effects of Incremental Rehearsal (IR) and traditional drill (TD) on retention of multiplication facts with 29 students in third and fourth grades with low mathematical skills. Results indicated that IR led to significantly more facts being retained, and was essentially equal to TD for efficiency as measured by number of facts retained per instructional minute. Memory scores accounted for 34% of the variance beyond mathematics calculation scores in retention of multiplication facts for the TD condition, but only 2% of the variance for the IR condition. Thus, retention of multiplication facts seems largely influenced by a student's memory skills when using less effective instructional techniques such as TD, while approaches like IR are likely effective regardless of memory skills. Impact and Implications: The current study found that Incremental Rehearsal (IR) was more effective than traditional drill (TD) in helping students retain multiplication facts, and the 2 interventions were equally efficient. However, retention of multiplication facts seems was largely influenced by the student's memory skills when using the less effective TD approach, and IR was effective regardless of memory skills. It may be more effective for practitioners to use an intervention that works despite memory difficulties than to base interventions on measures of memory for individual students.",,
,,101,ERIC,Exploring Mathematics Identity: An Intervention of Early Childhood Preservice Teachers,"Heffernan, Kayla A.","Newton, Kristie J.",,,,,,,,,Preservice Teachers,Preschool Teachers,Elementary School Teachers,Mathematics Instruction,Mathematics Anxiety,Self Esteem,Low Achievement,Identification (Psychology),Intervention,Algebra,College Mathematics,Program Effectiveness,Interaction,Beliefs,Goal Orientation,Attitude Change,Reflection,,,,,,,,,,Journal of Early Childhood Teacher Education,v40 n3 p296-324 2019,http://dx.doi.org/10.1080/10901027.2019.1590484,EJ1226368,40,3,296-324,2019,http://eric.ed.gov/?id=EJ1226368,"Early childhood and elementary preservice teachers often fear mathematics, find it irrelevant, have mathematics anxiety, hold negative self-perceptions, and have low mathematics achievement. This study investigates the influence of an identity exploration intervention on preservice teachers' mathematics identities during a college Algebra course specifically designed for education majors. Results provide insight into the patterns of change in identity and motivation. Data was analyzed following a theoretical framework on role identity that highlights the interaction between self-perceptions, beliefs, goals, and action possibilities. Analysis identified patterns of change in student identities. Themes across cases highlight the differences in change amongst participants, the influence of initial identity, and the impact of perceived relevance on identity exploration.",,
,,102,ERIC,"Promoting Strategy Change: Mere Exposure to Alternative Strategies Helps, but Feedback Can Hurt","Brown, Sarah A.","Alibali, Martha W.",,,,,,,,,Feedback (Response),Problem Solving,Mathematics Instruction,Educational Strategies,Intervention,Validity,Task Analysis,Teaching Methods,Pretests Posttests,Elementary School Students,Worksheets,Grade 2,Grade 3,Parent Attitudes,Questionnaires,Learning Strategies,Schemata (Cognition),Regression (Statistics),Statistical Analysis,,,,,,,,Journal of Cognition and Development,v19 n3 p301-324 2018,http://dx.doi.org/10.1080/15248372.2018.1477778,EJ1184246,19,3,301-324,2018,http://eric.ed.gov/?id=EJ1184246,"This study investigated effects of feedback and exposure to alternative strategies on strategy change in children (N = 106, age range = 7;3-10;0) learning about mathematical equivalence. Children's strategies were evaluated before and after a brief instructional intervention. During the intervention, children either were exposed to a set of 4 alternative strategies (2 correct, 2 incorrect) without information about the validity of the strategies or completed a control task. In addition, some children received feedback about existing strategies, and others did not. Exposure to alternative strategies led to more strategy change and better performance on a problem-solving task. The effect of feedback on strategy change depended on children's confidence in their existing strategies and on their pretest knowledge.",R305B090009,
,,103,ERIC,The Effects of a Paraphrasing Intervention on Word Problem-Solving Accuracy of English Learners at Risk of Mathematic Disabilities,"Kong, Jennifer E.","Swanson, H. Lee",,,,,,,,,Word Problems (Mathematics),Problem Solving,English Language Learners,Difficulty Level,Intervention,Mathematics Instruction,Learning Disabilities,Instructional Effectiveness,Teaching Methods,Grade 3,Elementary School Students,At Risk Students,Mathematics,Accuracy,Curriculum Based Assessment,Interrater Reliability,Language Usage,English (Second Language),,,,,,,,,Learning Disability Quarterly,v42 n2 p92-104 May 2019,http://dx.doi.org/10.1177/0731948718806659,EJ1209810,42,2,92-104,43586,http://eric.ed.gov/?id=EJ1209810,"English learners (ELs) experience difficulty with mathematical problem solving because word problems require complex processes beyond basic math skills, such as the use of linguistic information, identifying relevant information, and constructing the appropriate problem statement. This study used a combined multiple baseline design and criterion changing design to assess the effectiveness of a paraphrasing intervention on the problem-solving performance for nine third-grade students who are ELs and at risk of mathematical disabilities (MD). Although the magnitude of the Tau-U effect sizes was in the small range, the visual analysis indicated that all students displayed increasing trends in problem-solving accuracy as a function of the paraphrasing intervention. The results were discussed in terms of providing continual support toward maintaining intervention outcomes.",,
,,104,ERIC,Using Self-Monitoring of Performance with Self-Graphing to Increase Academic Productivity in Math,"Wells, Jenny C.","Sheehey, Patricia H.","Sheehey, Michael",,,,,,,,Productivity,Self Management,Mathematics Achievement,Predictor Variables,Performance Based Assessment,Intervention,Elementary Schools,Middle Schools,Teaching Methods,Graphs,Change Strategies,Mathematics Instruction,Response to Intervention,,,,,,,,,,,,,,Beyond Behavior,v26 n2 p57-65 Aug 2017,http://dx.doi.org/10.1177/1074295617711207,EJ1150689,26,2,57-65,42948,http://eric.ed.gov/?id=EJ1150689,Self-regulation skills have been found to be an important predictor of achievement in mathematics. Teaching a student to regulate his or her behavior during independent math work sessions using self-monitoring of performance with self-graphing focuses him or her on academic performance and results in increases in productivity and math proficiency. This article describes the process of designing and implementing this intervention.,,
,,105,ERIC,Influence of Initial Mathematical Competencies on the Effectiveness of a Classroom-Based Intervention,"Cueli, Marisol","Areces, Débora","García, Trinidad","Rodríguez, Celestino","Vallejo, Guillermo","González-Castro, Paloma",,,,,Mathematics Instruction,Problem Solving,Intervention,Difficulty Level,Mathematics Skills,Elementary School Students,Mathematics Tests,Instructional Effectiveness,Teaching Methods,Comparative Analysis,,,,,,,,,,,,,,,,,British Journal of Educational Psychology,v89 n2 p288-306 Jun 2019,http://dx.doi.org/10.1111/bjep.12239,EJ1215272,89,2,288-306,43617,http://eric.ed.gov/?id=EJ1215272,"Background: Students commonly struggle with mathematics and mathematical problem-solving. Therefore, it is necessary to design and implement interventions aimed at improving these essential components of learning. Furthermore, the outcomes of these interventions can vary significantly and appear to be a function of a student's initial competencies in mathematics. Aim: This study attempts to analyse the influence of initial levels of mathematics competency with respect to the benefits of a specific intervention known as the Integrated Dynamic Representation (IDR). Sample: Participants were 288 students (aged 6-8 years) who were divided according to their levels of mathematics competency (low-medium-high). Methods: Students were assigned to the two primary intervention groups, experimental group (EG; students who received the IDR intervention) and control group (CG; students who followed the traditional instructional methods). All participants completed the Test of Early Mathematics Abilities (TEMA-3) both before and after the intervention. Results and conclusions: Although all the three competency levels of the EG improved, the progression was different for each level. Results showed that students with low competency level improved substantially more than the students with medium and/or high baseline competency level.",,
,,106,ERIC,Does Calculation or Word-Problem Instruction Provide a Stronger Route to Prealgebraic Knowledge?,"Fuchs, Lynn S.","Powell, Sarah R.","Cirino, Paul T.","Schumacher, Robin F.","Marrin, Sarah","Hamlett, Carol L.","Fuchs, Douglas","Compton, Donald L.","Changas, Paul C.",,Computation,Word Problems (Mathematics),Mathematics Instruction,Teaching Methods,Algebra,Knowledge Level,Elementary School Mathematics,Grade 2,Mathematics Skills,Intervention,Comparative Analysis,Hypothesis Testing,Scores,Statistical Analysis,,,,,,,,,,,,,Journal of Educational Psychology,v106 n4 p990-1006 Nov 2014,http://dx.doi.org/10.1037/a0036793,EJ1049576,106,4,990-1006,41944,http://eric.ed.gov/?id=EJ1049576,"The focus of this study was connections among 3 aspects of mathematical cognition at 2nd grade: calculations, word problems, and prealgebraic knowledge. We extended the literature, which is dominated by correlational work, by examining whether intervention conducted on calculations or word problems contributes to improved performance in the other domain and whether intervention in either or both domains contributes to prealgebraic knowledge. Participants were 1,102 children in 127 second-grade classrooms in 25 schools. Teachers were randomly assigned to 3 conditions: calculation intervention, word-problem intervention, and business-as-usual control. Intervention, which lasted 17 weeks, was designed to provide research-based linkages between arithmetic calculations or arithmetic word problems (depending on condition) and prealgebraic knowledge. Multilevel modeling suggested calculation intervention improved calculation but not word-problem outcomes; word-problem intervention enhanced word-problem but not calculation outcomes; and word-problem intervention provided a stronger route than calculation intervention to prealgebraic knowledge.",,
Available,Peer Reviewed,107,ERIC,Effective Instructional Strategies for Kindergarten and First-Grade Students at Risk in Mathematics,"Clarke, Ben","Doabler, Christian T.","Nelson, Nancy J.","Shanley, Caroline",,,,,,,Instructional Effectiveness,Mathematics Instruction,Elementary School Mathematics,Teaching Methods,Kindergarten,Grade 1,At Risk Students,Elementary School Students,Intervention,Instructional Design,Skill Development,Mathematics Skills,,,,,,,,,,,,,,,Grantee Submission,Intervention in School and Clinic v50 n5 p257-265 May 2015,http://dx.doi.org/10.1177/1053451214560888,ED578216,50,5,257-265,Intervention in School and Clinic May 2015,http://eric.ed.gov/?id=ED578216,"This article provides an overview of effective instructional strategies and interventions for kindergarten and first-grade students at risk in mathematics. The article reviews instructional strategies and interventions within a multitier instructional model in order to provide a framework for teachers and schools looking to increase the effectiveness of their instructional support in the area of mathematics. [This article was published in ""Intervention in School and Clinic,"" (EJ1055946).]",R324A120304,R324A090341
Available,Peer Reviewed,108,ERIC,Investigating a Tier 1 Intervention Focused on Proportional Reasoning: A Follow-Up Study,"Jitendra, Asha K.","Harwell, Michael R.","Karl, Stacy R.","Simonson, Gregory R.","Slater, Susan C.",,,,,,Intervention,Grade 7,Middle School Students,Middle School Teachers,Mathematics Teachers,Experimental Groups,Control Groups,Mathematics Instruction,Principals,Schemata (Cognition),Mathematical Logic,Problem Solving,Mathematics Achievement,Learning Disabilities,Students with Disabilities,Followup Studies,,,,,,,,,,,Grantee Submission,-,https://doi.org/10.1177%2F0014402917691017,ED597338,2017,http://eric.ed.gov/?id=ED597338,"This randomized controlled study investigated the efficacy of a Tier 1 intervention, schema-based instruction (SBI), designed to help students with and without mathematics difficulties (MD) develop proportional reasoning. Twenty seventh-grade teachers/classrooms were randomly assigned to a treatment (SBI) or control (business-as-usual) condition. Participants included 373 students of whom 253 demonstrated MD. A measure of proportional problem solving (PPS) was administered at pre- and post-testing, and at 11 weeks following treatment, along with a general mathematical problem solving measure at pre- and post-testing. For the full sample, posttest differences favoring the treatment group were statistically significant for all measures. For students with MD, posttest differences favored the treatment group for the PPS posttest and PPS delayed posttest, but not for general problem solving posttest. [This paper was published in ""Exceptional Children"" (EJ1151254) and ""Journal of Learning Disabilities"" v83 n4 p340-358 2017.]",- EISSN-,R305A110358,English,,
,,109,ERIC,Longitudinal Evaluation of a Scale-up Model for Teaching Mathematics with Trajectories and Technologies: Persistence of Effects in the Third Year,"Clements, Douglas H.","Sarama, Julie","Wolfe, Christopher B.","Spitler, Mary Elaine",,,,,,,Mathematics Instruction,Intervention,Early Childhood Education,Experimental Groups,Control Groups,Low Income Groups,Technology Uses in Education,Longitudinal Studies,Models,Disproportionate Representation,Urban Schools,Urban Areas,Measures (Individuals),Student Evaluation,Comparative Analysis,Knowledge Level,Statistical Analysis,Program Implementation,Educational Change,Learning Processes,Educational Research,,,,,,American Educational Research Journal,v50 n4 p812-850 Aug 2013,http://dx.doi.org/10.3102/0002831212469270,EJ1014930,50,4,812-850,41487,http://eric.ed.gov/?id=EJ1014930,"Using a cluster randomized trial design, we evaluated the persistence of effects of a research-based model for scaling up educational interventions. The model was implemented in 42 schools in two city districts serving low-resource communities, randomly assigned to three conditions. In pre-kindergarten, the two experimental interventions were identical, but one included follow-through in the kindergarten and first-grade years, including knowledge of the pre-K intervention and ways to build upon that knowledge using learning trajectories. Students in the experimental group scored significantly higher than control students (&quot;g&quot; = 0.51 for those who received follow-through intervention in kindergarten and first grade; &quot;g&quot; = 0.28 for non-follow-through), and follow-through students scored significantly higher than non-follow-through students (&quot;g&quot; = 0.24). (Contains 6 tables and 1 note.)",R305K050157,
,,110,ERIC,Effects of Symbolic and Nonsymbolic Equal-Sign Intervention in Second-Grade Classrooms,"Chow, Jason C.","Wehby, Joseph H.",,,,,,,,,Grade 2,Symbols (Mathematics),Elementary School Mathematics,Mathematics Instruction,Instructional Effectiveness,Intervention,Visual Aids,Elementary School Students,Language Skills,,,,,,,,,,,,,,,,,,Elementary School Journal,v119 n4 p677-702 Jun 2019,https://doi.org/10.1086/703086,EJ1217820,119,4,677-702,43617,http://eric.ed.gov/?id=EJ1217820,"The purposes of this study were (a) to test the efficacy of whole-class equal-sign instruction, (b) to contrast the effects of symbolic and nonsymbolic instructional representation, (c) to determine whether visual representation compensated for language deficits, and (d) to evaluate maintenance of intervention. We randomly assigned 195 children from 21 second-grade classrooms to 3 conditions: symbolic intervention, nonsymbolic intervention, and business-as-usual control. Both active intervention conditions consisted of three 20-minute instructional lessons. The only distinction between the intervention conditions was problem representation (symbolic vs. nonsymbolic); verbal instruction remained consistent. Children in both instructional conditions outperformed children in the control condition on all outcome measures. Language ability moderated the symbolic intervention relative to control and nonsymbolic intervention, suggesting that nonsymbolic representation may compensate for language deficits.",,
,,111,ERIC,Comparing Two Classwide Interventions: Implications of Using Technology for Increasing Multiplication Fact Fluency,"Musti-Rao, Shobana","Plati, Erin",,,,,,,,,Intervention,Teaching Methods,Instructional Effectiveness,Mathematics Instruction,Educational Technology,Handheld Devices,Mathematics Skills,Grade 3,Elementary School Students,Elementary School Mathematics,Mathematical Concepts,Comparative Analysis,Student Attitudes,Parent Attitudes,Teacher Attitudes,Inclusion,Individualized Instruction,Multiplication,,,,,,,,,Journal of Behavioral Education,v24 n4 p418-437 Dec 2015,http://dx.doi.org/10.1007/s10864-015-9228-x,EJ1082178,24,4,418-437,42339,http://eric.ed.gov/?id=EJ1082178,"An adapted alternating treatments design with initial baseline and final best treatment phase was used to evaluate and compare the effects of two classwide interventions, detect--practice--repair (DPR), and self-mediated iPad instruction, on the multiplication math facts fluency in an inclusive third-grade classroom. Twelve students participated in both interventions over a 3-week treatment phase. Results showed that although both interventions were effective, in general, students showed greater gains during the iPad intervention compared to the DPR intervention. Intervention acceptability results also revealed that students, teachers, and parents preferred the iPad intervention. The discussion focuses on the benefits and implications of using technology to differentiate instruction in inclusive settings.",,
,,112,ERIC,A Synthesis of Elementary Mathematics Interventions: Comparisons of Students with Mathematics Difficulty with and without Comorbid Reading Difficulty,"Powell, Sarah R.","Doabler, Christian T.","Akinola, Olayemi A.","Therrien, William J.","Maddox, Steven A.","Hess, Katherine E.",,,,,Intervention,Reading Difficulties,Comorbidity,Mathematics Skills,Elementary School Students,Students with Disabilities,Educational Research,Classification,At Risk Students,Learning Problems,Learning Disabilities,Instructional Effectiveness,Mathematics Instruction,Children,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,,,,,,,,Journal of Learning Disabilities,v53 n4 p244-276 Jul-Aug 2020,http://dx.doi.org/10.1177/0022219419881646,EJ1257093,53,4,244-276,Jul-Aug 2020,http://eric.ed.gov/?id=EJ1257093,"In this synthesis, we reviewed 65 studies involving elementary students (i.e., grades 1-5) identified with mathematics difficulty (MD) in which authors implemented a mathematics intervention. Of these studies, we identified 33 group designs, 9 quasi-experimental designs, and 23 single-case designs. We aimed to synthesize performance differences between students with MD with and without reading difficulty (RD). We identified three categories of students for analysis: Students with MD+RD, MD-alone, or MD-nonspecified (i.e., no reading information provided). Overall, 80% of studies included students with MD-nonspecified, and the interventions for these students demonstrated strong effects. For the limited number of studies with students with MD+RD or MD-alone, intervention effects were strong for students with MD+RD and variable for students with MD-alone. In the three studies directly comparing the performance of students with MD+RD versus MD-alone, we noted differential patterns of performance. To tailor interventions to student need, more research must be conducted to understand whether students with MD with variable reading profiles respond differentially to mathematics intervention.",1720958,
,,113,ERIC,Exploring the Relationship between Initial Mathematics Skill and a Kindergarten Mathematics Intervention,"Clarke, Ben","Doabler, Christian T.","Smolkowski, Keith","Turtura, Jessica","Kosty, Derek","Kurtz-Nelson, Evangeline","Fien, Hank","Baker, Scott K.",,,Correlation,Mathematics Skills,Mathematics Instruction,Kindergarten,Intervention,At Risk Students,Numbers,Mathematical Concepts,Elementary School Students,Elementary School Mathematics,Pretests Posttests,Grade 1,Control Groups,Experimental Groups,,,,,,,,,,,,,Exceptional Children,v85 n2 p129-146 Jan 2019,http://dx.doi.org/10.1177/0014402918799503,EJ1202484,85,2,129-146,43466,http://eric.ed.gov/?id=EJ1202484,"This study examined the role of initial skill in moderating intervention effects of a 50-lesson mathematics intervention program, ROOTS, for at-risk kindergarten students focused on developing whole-number concepts and skills. The study utilized a randomized block design with at-risk students (n = 592) within classrooms (n = 60) randomly assigned to one of two treatment conditions (a small group of two to five students) or control condition. Proximal and distal measures were collected in the fall (pretest), spring (posttest), and winter of first grade (delayed posttest). Analyses examined the moderating effects of initial student achievement level on mathematics outcomes. Results indicated that initial skill moderated student outcomes but the relationship did not differ by group size. Implications for tiered mathematics instruction are discussed.",,
,,114,ERIC,Applying the Curriculum Research Framework in the Design and Development of a Technology-Based Tier 2 Mathematics Intervention,"Doabler, Christian T.","Clarke, Ben","Firestone, Allison R.","Turtura, Jessica E.","Jungjohann, Kathy J.","Brafford, Tasia L.","Sutherland, Marah","Nelson, Nancy J.","Fien, Hank",,Curriculum Research,Mathematics Instruction,Intervention,Curriculum Design,Curriculum Development,Mathematics Achievement,Low Achievement,Mathematics Skills,Mathematical Concepts,Problem Solving,Grade 1,Grade 2,Elementary School Mathematics,Elementary School Students,Special Education,Educational Technology,Technology Uses in Education,At Risk Students,Learning Disabilities,,,,,,,,Journal of Special Education Technology,v34 n3 p176-189 Sep 2019,http://dx.doi.org/10.1177/0162643418812051,EJ1223145,34,3,176-189,43709,http://eric.ed.gov/?id=EJ1223145,"Mathematics interventions aimed at accelerating the learning of students with mathematics difficulties (MD) should be developed through a design science approach such as the Curriculum Research Framework (CRF). Precision Mathematics is a National Science Foundation-funded DRK-12 Design and Development project focused on building mathematical proficiency with the critical concepts and problem-solving skills of early measurement and data analysis among first- and second-grade students with MD. The Precision Mathematics curriculum incorporates (a) technology-based activities that offer individualized opportunities for instruction and practice and (b) hands-on activities that promote small-group instructional interactions. Our production of the first-grade Precision Mathematics intervention was grounded in the CRF, which involves a series of iterative cycles of development, implementation field-testing, analysis, and revision. Results from initial implementation studies suggest that teachers and students can feasibly implement the first-grade Precision Mathematics intervention in authentic education settings. Challenges faced in developing technology-based mathematics interventions are discussed.",1503161,
,,115,ERIC,Efficacy of a First-Grade Mathematics Intervention on Measurement and Data Analysis,"Doabler, Christian T.","Clarke, Ben","Kosty, Derek","Turtura, Jessica E.","Firestone, Allison R.","Smolkowski, Keith","Jungjohann, Kathleen","Brafford, Tasia L.","Nelson, Nancy J.","Sutherland, Marah",Mathematics Instruction,Problem Solving,Grade 1,Elementary School Students,Data Analysis,Mathematical Concepts,Intervention,Teaching Methods,Comparative Analysis,Measurement,Educational Technology,Numeracy,Literacy,At Risk Students,Computer Assisted Instruction,Handheld Devices,Faculty Development,Emergent Literacy,Predictor Variables,Instructional Effectiveness,Emergent Literacy,Predictor Variables,Instructional Effectiveness,,,,Exceptional Children,v86 n1 p77-94 Oct 2019,https://journals.sagepub.com/doi/full/10.1177/0014402919857993,EJ1229461,86,1,77-94,43739,http://eric.ed.gov/?id=EJ1229461,"Well-designed mathematics instruction focused on concepts and problem-solving skills associated with measurement and data analysis can build a foundational understanding for more advanced mathematics. This study investigated the efficacy of the Precision Mathematics Level 1 (PM-L1) intervention, a Tier 2 print- and technology-based mathematics intervention designed to increase first-grade students' conceptual understanding and problem-solving skills around the areas of measurement and data analysis. Employing a randomized controlled trial, 96 first-grade students at risk for mathematics difficulties were randomly assigned within classrooms to either a treatment (PM-L1) or a control (business-as-usual) condition. A statistically significant positive effect was found on one of five outcome measures, with the other four showing positive but nonsignificant results. Results also suggested preliminary evidence of differential response based on students' number sense and early literacy risk status. Implications for using mathematics interventions focused on measurement and data analysis to build comprehensive, multitiered service delivery models in mathematics are discussed.",1503161,
,,116,ERIC,Priming Mathematics Word Problem Structures in a Rural Elementary Classroom,"Griffin, Cynthia C.","Gagnon, Joseph C.","Jossi, Maggie H.","Ulrich, Tracy G.","Myers, Jonté A.",,,,,,Priming,Mathematics Instruction,Word Problems (Mathematics),Rural Schools,Elementary School Mathematics,Elementary School Students,Grade 4,Grade 5,Problem Solving,Pretests Posttests,Intervention,Learning Disabilities,Comparative Analysis,,,,,,,,,,,,,,Rural Special Education Quarterly,v37 n3 p150-163 Sep 2018,http://dx.doi.org/10.1177/8756870518772164,EJ1186080,37,3,150-163,43344,http://eric.ed.gov/?id=EJ1186080,"This study examined mathematics strategy instruction that primes the common underlying structures of word problems using explicit instruction in a rural elementary classroom with fourth- and fifth-grade students with and without disabilities (n = 27). Although intervention students did not outperform control condition students on a word problem solving (WPS) measure (p = 0.054), a statistically significant interaction effect was found (p = 0.003). Follow-up analyses revealed that the WPS pretest-posttest gain was significant for the intervention group only. Students with disabilities in both conditions did not improve performance. Implications for practice and research in rural school classrooms are presented.",,
,,117,ERIC,The Use of Video Self-Modeling to Increase On-Task Behavior in Children with High-Functioning Autism,"Schatz, Rochelle B.","Peterson, Rachel K.","Bellini, Scott",,,,,,,,Video Technology,Intervention,Time on Task,Student Behavior,Elementary School Students,Autism,Pervasive Developmental Disorders,Learner Engagement,Teaching Methods,Program Effectiveness,Mathematics Instruction,Assignments,Observation,,,,,,,,,,,,,,Journal of Applied School Psychology,v32 n3 p234-253 2016,http://dx.doi.org/10.1080/15377903.2016.1183542,EJ1107367,32,3,234-253,2016,http://eric.ed.gov/?id=EJ1107367,"In the present study, the researchers implemented a video self-modeling intervention for increasing on-task classroom behavior for three elementary school students diagnosed with an autism spectrum disorder. The researchers observed the students' on-task engagement three times a week during their respective math classes. A multiple baseline design across participants was utilized. Throughout the intervention phase, the students' teachers showed each student a video in which each student was successfully engaged in on-task classroom behavior. All videos were viewed prior to the start of math class. After watching the videos, the students resumed participating in their independent math classwork and the researchers observed their subsequent on-task engagement. All three students showed an increase in on-task engagement from baseline to intervention phases. Two of the three students maintained or improved their on-task engagement post-intervention. Implications for practice and future research are discussed.",,
,,118,ERIC,Implementation as a Dynamic Process: A Case Study of Teacher Sensemaking of a Cross-Content Area Vocabulary Intervention,"Rimbey, Michelle","Kucan, Linda",,,,,,,,,Program Implementation,Vocabulary Development,Intervention,Middle School Teachers,Middle School Students,Grade 6,Content Area Reading,Reading Comprehension,Pretests Posttests,Reading Programs,Experimental Groups,Control Groups,Language Arts,English Instruction,Social Studies,Mathematics Instruction,Science Instruction,,,,,,,,,,Journal of Education,v198 n3 p185-201 Oct 2018,http://dx.doi.org/10.1177/0022057418811124,EJ1204993,198,3,185-201,43374,http://eric.ed.gov/?id=EJ1204993,"This investigation examined how middle school teachers implemented Word Generation, a cross-content vocabulary intervention and how the program affected student learning of academic vocabulary words. Participants included four content area teachers and their sixth-grade students. Students received vocabulary instruction in their social studies, science, and math classes. Results of the posttests revealed that students showed positive differences in their learning as compared with a comparison school and maintained those differences on a delayed posttest. In addition, teachers' sensemaking was influenced by factors related to knowledge and experiences, policy initiatives, and the social contexts in which they worked. This investigation reveals the complex nature of intervention implementation in schools.",,
,,119,ERIC,The Effect of Computer-Assisted Conceptual Model-Based Intervention Program on Mathematics Problem-Solving Performance of At-Risk English Learners,"Xin, Yan Ping","Kim, Soo Jung","Lei, Qingli","Wei, Shuang","Liu, Bingyu","Wang, Wudong","Kastberg, Signe","Chen, Yingjie","Yang, Xuan","Ma, Xiaojun",At Risk Students,English Language Learners,Learning Problems,Mathematics Instruction,Accountability,Mathematics Achievement,Achievement Gap,Intervention,Generalization,Scaffolding (Teaching Technique),Visual Aids,Problem Solving,Teaching Methods,Elementary Secondary Education,Educational Legislation,Federal Legislation,Computer Assisted Instruction,Mathematics Tests,Criterion Referenced Tests,,,,,,,,Reading & Writing Quarterly,v36 n2 p104-123 2020,http://dx.doi.org/10.1080/10573569.2019.1702909,EJ1249755,36,2,104-123,2020,http://eric.ed.gov/?id=EJ1249755,"According to Every Student Succeeds Act, schools are accountable for the improvement of all children; including those with disabilities or difficulties, recently arrived English language learners (ELs) as well as long-term ELs, and all students for whom English is not their native language. To meet the accountability requirements, it is essential to provide both linguistic scaffolds and content-specific interventions to address these students' achievement gaps in mathematics. Using a single-subject design, the purpose of this study was to evaluate the effect of computer-assisted ""Conceptual Model-based Problem Solving"" (COMPS) tutor on additive word problem-solving performance of ELs with learning difficulties in mathematics. Findings indicate that all four participants improved their performance on researcher-developed criterion test as well as a generalization test following the intervention. It seems that features such as conceptual model-based visual scaffolding and linguistic scaffolding found in the COMPS tutor, may have contributed to students' access to learning mathematics and the positive outcome of this study.",1503451,
,,120,ERIC,Is Formal Language Proficiency in the Home Language Required to Profit from a Bilingual Teaching Intervention in Mathematics? A Mixed Methods Study on Fostering Multilingual Students' Conceptual Understanding,"Schüler-Meyer, Alexander","Prediger, Susanne","Kuzu, Taha","Wessel, Lena","Redder, Angelika",,,,,,Bilingual Education,Teaching Methods,Multilingualism,German,Turkish,Intervention,Second Language Learning,Fractions,Mathematics Instruction,Randomized Controlled Trials,Barriers,Native Language,Academic Discourse,Video Technology,Concept Formation,Language Proficiency,Learning Processes,Grade 7,Foreign Countries,Mathematical Concepts,Achievement Gains,Instructional Effectiveness,,,,,International Journal of Science and Mathematics Education,v17 n2 p317-339 Feb 2019,http://dx.doi.org/10.1007/s10763-017-9857-8,EJ1202163,17,2,317-339,43497,http://eric.ed.gov/?id=EJ1202163,"To what degree can multilingual students profit from bilingual teaching approaches, even when they lack experience in the academic or technical register in their home languages? This study explores this research question in a mixed methods design for a German/Turkish bilingual intervention aimed at fostering conceptual understanding of fractions (five sessions of 90 min each). The sample consisted of German/Turkish bilingual students (n = 128) in Grade 7 in German schools without prior formal mathematics education in Turkish. In a randomized control trial, the bilingual intervention was compared to the corresponding monolingual intervention and a control group. A repeated analysis of variance (ANOVA) showed that students in both interventions had significantly higher learning gains than in the control group, and in fact profited equally from both interventions, although some time and effort was required for overcoming initial barriers in the home language and especially in the academic register. A qualitative analysis of the videotaped bilingual learning processes revealed insights into specific obstacles and chances of connecting both languages in order to foster conceptual understanding. The students with some formal language proficiency in Turkish seemed to profit even more from the bilingual intervention, but a rigid technical register was not necessary.",,
